codigo_snies,cedula,programa,institucion,fecha_graduacion,tipo_titulo
SNIES-134241,1117420653,Medicina,SENA Regional Valle del Cauca,2024-12-10 21:40:40.543830,PROFESIONAL
SNIES-119190,1103838224,Tecnología en Gestión Administrativa,,2024-12-10 21:40:40.738995,TECNOLOGO
SNIES-855040,1109911787,Arquitectura,,2024-12-10 21:40:41.272933,PROFESIONAL
SNIES-321937,1100264441,Enfermería,,2024-12-10 21:40:40.966458,PROFESIONAL
SNIES-574900,1103454676,Contaduría Pública,,2024-12-10 21:40:40.181804,PROFESIONAL
SNIES-961080,1096432829,Enfermería,,2023-12-11 21:40:39.366478,PROFESIONAL
SNIES-327440,1115711459,Psicología,,2024-12-10 21:40:38.834252,PROFESIONAL
SNIES-833860,1108828407,Arquitectura,,2024-12-10 21:40:40.836694,PROFESIONAL
SNIES-926681,1106151187,Tecnología en Sistemas,SENA Regional Atlántico,2024-12-10 21:40:40.253966,TECNOLOGO
SNIES-942924,1141130895,Medicina,SENA Regional Antioquia,2025-10-28 21:40:41.251637,PROFESIONAL
SNIES-424867,1112224820,Economía,,2023-12-11 21:40:39.388771,PROFESIONAL
SNIES-787472,1117956840,Medicina,,2023-12-11 21:40:40.355386,PROFESIONAL
SNIES-226095,1094526571,Medicina,Colegio Nacional Loperena,2023-12-11 21:40:41.273715,PROFESIONAL
SNIES-899643,1111700083,Tecnología en Sistemas,,2024-12-10 21:40:40.393971,TECNOLOGO
SNIES-576787,1109201428,Contaduría Pública,,2024-12-10 21:40:40.038180,PROFESIONAL
SNIES-266856,1086447313,Enfermería,,2022-12-11 21:40:39.018223,PROFESIONAL
SNIES-170514,1128097807,Ingeniería de Sistemas,SENA Regional Atlántico,2025-06-23 21:40:41.209354,PROFESIONAL
SNIES-177205,1107179376,Arquitectura,,2024-12-10 21:40:40.234440,PROFESIONAL
SNIES-406805,1099941569,Ingeniería Civil,,2022-12-11 21:40:39.617404,PROFESIONAL
SNIES-967798,1118905877,Tecnología en Sistemas,,2024-12-10 21:40:40.204853,TECNOLOGO
SNIES-296421,1081666012,Enfermería,,2025-01-25 21:40:41.268042,PROFESIONAL
SNIES-270430,1117365602,Tecnología en Contabilidad y Finanzas,,2024-12-10 21:40:40.083231,TECNOLOGO
SNIES-281498,1102360390,Tecnología en Contabilidad y Finanzas,,2024-12-10 21:40:39.482850,TECNOLOGO
SNIES-921053,1111853461,Tecnología en Electrónica,,2024-12-10 21:40:39.756650,TECNOLOGO
SNIES-603711,1087317312,Ingeniería Civil,,2020-12-11 21:40:39.088263,PROFESIONAL
SNIES-712669,1011552817,Ingeniería de Sistemas,Colegio Departamental Simón Bolívar,2025-10-28 21:40:41.225207,PROFESIONAL
SNIES-727061,1110411086,Tecnología en Sistemas,,2024-12-10 21:40:38.549135,TECNOLOGO
SNIES-654782,1114603745,Enfermería,SENA Regional Antioquia,2023-12-11 21:40:40.415320,PROFESIONAL
SNIES-921342,1089446751,Administración de Empresas,,2024-12-10 21:40:40.307773,PROFESIONAL
SNIES-952888,1118088964,Arquitectura,,2024-12-10 21:40:39.558064,PROFESIONAL
SNIES-230361,1116025996,Arquitectura,,2023-12-11 21:40:40.366246,PROFESIONAL
SNIES-247904,1117671354,Tecnología en Sistemas,,2024-12-10 21:40:38.822769,TECNOLOGO
SNIES-987150,1105461983,Derecho,,2023-12-11 21:40:40.904849,PROFESIONAL
SNIES-488347,1115563032,Tecnología en Electrónica,,2024-12-10 21:40:40.352819,TECNOLOGO
SNIES-916463,1109051293,Psicología,,2023-12-11 21:40:40.769757,PROFESIONAL
SNIES-271390,1124027580,Ingeniería de Sistemas,Colegio Nacional Loperena,2022-12-11 21:40:41.310597,PROFESIONAL
SNIES-206913,1119611660,Tecnología en Electrónica,,2024-12-10 21:40:39.936872,TECNOLOGO
SNIES-902958,1107772352,Tecnología en Electrónica,,2024-12-10 21:40:38.765260,TECNOLOGO
SNIES-480372,1109315775,Contaduría Pública,Academia Superior de Gestión,2023-12-11 21:40:41.110478,PROFESIONAL
SNIES-731493,1117948730,Tecnología en Electrónica,,2024-12-10 21:40:40.055912,TECNOLOGO
SNIES-719357,1083583785,Enfermería,,2020-12-11 21:40:40.356818,PROFESIONAL
SNIES-166279,1101607941,Tecnología en Contabilidad y Finanzas,,2023-12-11 21:40:39.689003,TECNOLOGO
SNIES-726697,1104161658,Psicología,,2021-12-11 21:40:40.305693,PROFESIONAL
SNIES-513308,427862,Tecnología en Contabilidad y Finanzas,,2024-12-10 21:40:41.027837,TECNOLOGO
SNIES-941002,1108160260,Contaduría Pública,,2024-12-10 21:40:39.185302,PROFESIONAL
SNIES-306387,1100262892,Economía,,2024-12-10 21:40:38.777538,PROFESIONAL
SNIES-884186,1108558389,Ingeniería Civil,SENA Regional Valle del Cauca,2023-12-11 21:40:39.452301,PROFESIONAL
SNIES-477617,1096059774,Ingeniería Civil,,2022-12-11 21:40:40.585355,PROFESIONAL
SNIES-466666,1096304718,Enfermería,,2022-12-11 21:40:39.723289,PROFESIONAL
SNIES-885743,1117661772,Enfermería,,2024-12-10 21:40:39.442355,PROFESIONAL
SNIES-255603,1098227658,Derecho,,2022-12-11 21:40:39.968693,PROFESIONAL
SNIES-158606,1108009645,Ingeniería de Sistemas,,2023-12-11 21:40:41.320146,PROFESIONAL
SNIES-356544,1119642007,Tecnología en Sistemas,,2024-12-10 21:40:39.329668,TECNOLOGO
SNIES-544613,1096442616,Enfermería,,2023-12-11 21:40:40.446320,PROFESIONAL
SNIES-744910,1085495244,Economía,,2023-12-11 21:40:40.721005,PROFESIONAL
SNIES-586968,1093675920,Administración de Empresas,,2023-12-11 21:40:38.615879,PROFESIONAL
SNIES-437744,1080160266,Contaduría Pública,SENA Regional Atlántico,2023-12-11 21:40:39.292207,PROFESIONAL
SNIES-431119,1103585661,Tecnología en Gestión Administrativa,,2024-12-10 21:40:39.870283,TECNOLOGO
SNIES-713849,1129462061,Economía,SENA Regional Atlántico,2025-09-01 21:40:41.199708,PROFESIONAL
SNIES-578673,1111801203,Administración de Empresas,,2022-12-11 21:40:40.896705,PROFESIONAL
SNIES-220515,1107299733,Psicología,,2025-06-16 21:40:41.262768,PROFESIONAL
SNIES-517342,1144319236,Ingeniería de Sistemas,Institución Educativa José María Córdoba,2025-02-09 21:40:41.227500,PROFESIONAL
SNIES-500306,1133274679,Psicología,SENA Regional Valle del Cauca,2022-12-11 21:40:41.323507,PROFESIONAL
SNIES-365034,1115952415,Tecnología en Contabilidad y Finanzas,,2024-12-10 21:40:39.815475,TECNOLOGO
SNIES-745406,1105565240,Enfermería,,2023-12-11 21:40:40.683629,PROFESIONAL
SNIES-802473,1119845522,Contaduría Pública,,2024-12-10 21:40:40.625871,PROFESIONAL
SNIES-734673,1115653629,Ingeniería de Sistemas,,2023-12-11 21:40:40.057855,PROFESIONAL
SNIES-244898,1118592927,Tecnología en Electrónica,,2024-12-10 21:40:38.560501,TECNOLOGO
SNIES-291016,1142640471,Derecho,,2022-12-11 21:40:41.301067,PROFESIONAL
SNIES-377416,1094650572,Contaduría Pública,,2020-12-11 21:40:39.315998,PROFESIONAL
SNIES-912316,1094153332,Medicina,,2018-12-12 21:40:38.781182,PROFESIONAL
SNIES-155229,1109927130,Derecho,,2023-12-11 21:40:38.714333,PROFESIONAL
SNIES-364826,1100024263,Derecho,,2024-12-10 21:40:40.932504,PROFESIONAL
SNIES-883045,1087826464,Arquitectura,,2021-12-11 21:40:40.710849,PROFESIONAL
SNIES-747604,1100927899,Enfermería,,2023-12-11 21:40:38.616043,PROFESIONAL
SNIES-115276,1143667368,Administración de Empresas,,2025-04-29 21:40:41.266371,PROFESIONAL
SNIES-501697,886712,Contaduría Pública,,2022-12-11 21:40:41.082372,PROFESIONAL
SNIES-572261,1114881766,Tecnología en Gestión Administrativa,,2024-12-10 21:40:40.587807,TECNOLOGO
SNIES-301276,1118474541,Enfermería,,2023-12-11 21:40:40.602478,PROFESIONAL
SNIES-123891,1101142083,Contaduría Pública,,2024-12-10 21:40:38.994473,PROFESIONAL
SNIES-826002,1113166046,Administración de Empresas,,2022-12-11 21:40:39.759382,PROFESIONAL
SNIES-768275,1139134513,Derecho,SENA Regional Atlántico,2022-12-11 21:40:41.307773,PROFESIONAL
SNIES-229740,1102640471,Derecho,,2022-12-11 21:40:41.301067,PROFESIONAL
SNIES-400857,1117100763,Contaduría Pública,,2024-12-10 21:40:38.951089,PROFESIONAL
SNIES-206170,1113000054,Ingeniería de Sistemas,,2024-12-10 21:40:40.442237,PROFESIONAL
SNIES-345813,1113484456,Tecnología en Electrónica,,2023-12-11 21:40:40.546525,TECNOLOGO
SNIES-342212,1108052818,Tecnología en Contabilidad y Finanzas,,2024-12-10 21:40:38.759098,TECNOLOGO
SNIES-322828,1144476168,Derecho,SENA Regional Bogotá,2025-09-06 21:40:41.257486,PROFESIONAL
SNIES-387605,1116737502,Ingeniería de Sistemas,,2024-12-10 21:40:39.212260,PROFESIONAL
SNIES-529122,1117131889,Economía,,2023-12-11 21:40:40.685331,PROFESIONAL
SNIES-827016,1092339297,Contaduría Pública,,2021-12-11 21:40:40.608048,PROFESIONAL
SNIES-235066,1101107247,Psicología,,2023-12-11 21:40:40.842805,PROFESIONAL
SNIES-458792,1089932717,Administración de Empresas,,2023-12-11 21:40:38.736332,PROFESIONAL
SNIES-809182,1115095359,Tecnología en Contabilidad y Finanzas,,2024-12-10 21:40:39.251563,TECNOLOGO
SNIES-847378,1083789254,Contaduría Pública,,2023-12-11 21:40:40.012432,PROFESIONAL
SNIES-720623,1083808911,Medicina,,2020-12-11 21:40:38.811200,PROFESIONAL
SNIES-913095,1101787765,Administración de Empresas,,2023-12-11 21:40:41.315089,PROFESIONAL
SNIES-321637,1112159801,Tecnología en Electrónica,,2024-12-10 21:40:40.548526,TECNOLOGO
SNIES-500105,1087037678,Contaduría Pública,,2019-12-12 21:40:38.580056,PROFESIONAL
SNIES-614724,1214939132,Ingeniería Civil,,2018-12-12 21:40:41.107958,PROFESIONAL
SNIES-820696,1103199920,Ingeniería Civil,SENA Regional Antioquia,2024-12-10 21:40:41.320494,PROFESIONAL
SNIES-983190,1081833719,Arquitectura,,2023-12-11 21:40:38.765201,PROFESIONAL
SNIES-395918,1133047496,Contaduría Pública,,2024-12-10 21:40:41.306568,PROFESIONAL
SNIES-839008,1106621389,Tecnología en Electrónica,,2023-12-11 21:40:39.834403,TECNOLOGO
SNIES-598779,1117524459,Contaduría Pública,,2024-12-10 21:40:38.580223,PROFESIONAL
SNIES-732960,1119844280,Arquitectura,,2024-12-10 21:40:39.214895,PROFESIONAL
SNIES-694960,1141969693,Economía,SENA Regional Valle del Cauca,2025-03-27 21:40:41.251284,PROFESIONAL
SNIES-118897,1112275581,Tecnología en Electrónica,,2024-12-10 21:40:40.473483,TECNOLOGO
SNIES-120435,1137031847,Economía,,2025-09-17 21:40:41.228393,PROFESIONAL
SNIES-529837,1102509906,Contaduría Pública,,2024-12-10 21:40:40.354684,PROFESIONAL
SNIES-765231,1082487123,Ingeniería de Sistemas,,2023-12-11 21:40:40.414370,PROFESIONAL
SNIES-415042,1110122824,Tecnología en Electrónica,,2024-12-10 21:40:40.046724,TECNOLOGO
SNIES-327011,1139011956,Arquitectura,SENA Regional Valle del Cauca,2025-09-27 21:40:41.249852,PROFESIONAL
SNIES-664832,1084978211,Psicología,Instituto Digital Global,2024-12-10 21:40:41.174663,PROFESIONAL
SNIES-478033,1089121185,Enfermería,,2019-12-12 21:40:38.959615,PROFESIONAL
SNIES-617543,1091219714,Ingeniería Civil,,2021-12-11 21:40:39.555933,PROFESIONAL
SNIES-578777,1097580602,Derecho,,2020-12-11 21:40:41.286955,PROFESIONAL
SNIES-924781,1083598814,Economía,,2018-12-12 21:40:39.725751,PROFESIONAL
SNIES-882297,1087371987,Arquitectura,,2019-12-12 21:40:38.583238,PROFESIONAL
SNIES-796558,1097071711,Economía,,2021-12-11 21:40:40.199529,PROFESIONAL
SNIES-858230,1101596306,Enfermería,,2024-12-10 21:40:38.976706,PROFESIONAL
SNIES-456263,1089909232,Medicina,,2019-12-12 21:40:39.200281,PROFESIONAL
SNIES-981018,1130120813,Enfermería,Institución Educativa José María Córdoba,2024-12-31 21:40:41.222291,PROFESIONAL
SNIES-131215,1099251435,Economía,,2020-12-11 21:40:38.751780,PROFESIONAL
SNIES-105124,1105590328,Derecho,,2024-12-10 21:40:40.149836,PROFESIONAL
SNIES-981397,889125,Administración de Empresas,,2021-12-11 21:40:41.010663,PROFESIONAL
SNIES-161222,1087336176,Contaduría Pública,,2023-12-11 21:40:40.529497,PROFESIONAL
SNIES-238321,1085947155,Medicina,,2018-12-12 21:40:40.879711,PROFESIONAL
SNIES-865128,1085139579,Ingeniería de Sistemas,,2022-12-11 21:40:38.846413,PROFESIONAL
SNIES-739014,1113543723,Tecnología en Gestión Administrativa,,2024-12-10 21:40:39.997568,TECNOLOGO
SNIES-291614,1083805818,Medicina,,2024-12-10 21:40:39.189473,PROFESIONAL
SNIES-253499,1105032715,Arquitectura,,2024-12-10 21:40:40.978826,PROFESIONAL
SNIES-184347,1092884526,Enfermería,,2020-12-11 21:40:40.363539,PROFESIONAL
SNIES-889464,1105212524,Tecnología en Sistemas,SENA Regional Bogotá,2024-12-10 21:40:39.187775,TECNOLOGO
SNIES-765498,1110321668,Medicina,,2024-12-10 21:40:39.811458,PROFESIONAL
SNIES-860317,1081458092,Contaduría Pública,SENA Regional Bogotá,2023-12-11 21:40:38.924245,PROFESIONAL
SNIES-426504,1288784587,Derecho,,2023-12-11 21:40:41.014445,PROFESIONAL
SNIES-448483,1093805429,Psicología,,2021-12-11 21:40:39.976902,PROFESIONAL
SNIES-269813,1102455811,Enfermería,,2022-12-11 21:40:38.922204,PROFESIONAL
SNIES-800734,1111526707,Tecnología en Sistemas,,2024-12-10 21:40:38.646549,TECNOLOGO
SNIES-834156,1097215471,Ingeniería de Sistemas,,2021-12-11 21:40:40.083945,PROFESIONAL
SNIES-574598,1083335610,Contaduría Pública,,2022-12-11 21:40:41.278690,PROFESIONAL
SNIES-382147,1028951199,Medicina,,2022-12-11 21:40:41.275642,PROFESIONAL
SNIES-449734,1100316356,Derecho,,2024-12-10 21:40:39.506804,PROFESIONAL
SNIES-864977,1098120031,Psicología,SENA Regional Valle del Cauca,2024-12-10 21:40:41.271270,PROFESIONAL
SNIES-529221,1114953357,Arquitectura,,2025-03-21 21:40:41.250570,PROFESIONAL
SNIES-967226,1089749868,Contaduría Pública,,2018-12-12 21:40:38.860531,PROFESIONAL
SNIES-143746,1146967725,Medicina,SENA Regional Valle del Cauca,2023-12-11 21:40:41.298412,PROFESIONAL
SNIES-269072,935096,Ingeniería Civil,,2021-12-11 21:40:41.082545,PROFESIONAL
SNIES-906170,1136442408,Administración de Empresas,SENA Regional Antioquia,2025-09-25 21:40:41.254877,PROFESIONAL
SNIES-517661,1110068478,Tecnología en Sistemas,,2023-12-11 21:40:38.861208,TECNOLOGO
SNIES-666307,1104462658,Medicina,,2024-12-10 21:40:39.207337,PROFESIONAL
SNIES-716285,1100835309,Derecho,SENA Regional Bogotá,2023-12-11 21:40:41.299398,PROFESIONAL
SNIES-729909,1085861874,Derecho,,2022-12-11 21:40:40.078970,PROFESIONAL
SNIES-429835,1077555906,Ingeniería Civil,Colegio Nacional Loperena,2024-12-10 21:40:41.319320,PROFESIONAL
SNIES-818607,1098305307,Enfermería,,2021-12-11 21:40:41.320788,PROFESIONAL
SNIES-470718,1081969720,Enfermería,,2023-12-11 21:40:38.669940,PROFESIONAL
SNIES-630818,1108351258,Psicología,,2023-12-11 21:40:40.286842,PROFESIONAL
SNIES-117824,1115098609,Tecnología en Electrónica,Academia Superior de Gestión,2024-12-10 21:40:41.190676,TECNOLOGO
SNIES-611706,1104776786,Tecnología en Sistemas,SENA Regional Atlántico,2024-12-10 21:40:38.578661,TECNOLOGO
SNIES-352644,1102554265,Tecnología en Gestión Administrativa,,2023-12-11 21:40:39.934820,TECNOLOGO
SNIES-785445,1119639527,Derecho,,2022-12-11 21:40:39.141516,PROFESIONAL
SNIES-705687,1109148916,Arquitectura,,2025-06-20 21:40:41.229934,PROFESIONAL
SNIES-968316,1081820525,Enfermería,,2023-12-11 21:40:39.330660,PROFESIONAL
SNIES-172631,1096754258,Contaduría Pública,,2024-12-10 21:40:40.381205,PROFESIONAL
SNIES-357132,1106171587,Contaduría Pública,,2024-12-10 21:40:40.551934,PROFESIONAL
SNIES-626382,1086498305,Enfermería,,2024-12-10 21:40:39.141460,PROFESIONAL
SNIES-787791,1274151620,Derecho,,2020-12-11 21:40:41.081742,PROFESIONAL
SNIES-787829,1104036033,Enfermería,,2022-12-11 21:40:38.584983,PROFESIONAL
SNIES-793020,1096831834,Ingeniería Civil,,2024-12-10 21:40:40.155399,PROFESIONAL
SNIES-276555,1096737803,Ingeniería Civil,Universidad Virtual del Caribe Online,2019-12-12 21:40:41.176859,PROFESIONAL
SNIES-137579,1097192349,Enfermería,,2024-12-10 21:40:40.926690,PROFESIONAL
SNIES-508408,1125159946,Economía,Colegio Departamental Simón Bolívar,2025-11-06 21:40:41.206855,PROFESIONAL
SNIES-322404,1086532243,Ingeniería de Sistemas,,2024-12-10 21:40:39.702419,PROFESIONAL
SNIES-415120,1118169873,Administración de Empresas,,2022-12-11 21:40:38.787051,PROFESIONAL
SNIES-358840,1119449718,Psicología,,2022-12-11 21:40:40.442004,PROFESIONAL
SNIES-599567,1116440256,Derecho,,2022-12-11 21:40:40.817539,PROFESIONAL
SNIES-583375,1097312857,Enfermería,,2021-12-11 21:40:40.578780,PROFESIONAL
SNIES-675661,1085330160,Ingeniería Civil,,2023-12-11 21:40:40.886445,PROFESIONAL
SNIES-175769,1083148612,Ingeniería Civil,,2019-12-12 21:40:40.371388,PROFESIONAL
SNIES-641473,1115836452,Ingeniería Civil,,2023-12-11 21:40:39.636109,PROFESIONAL
SNIES-264628,1101785361,Arquitectura,,2024-12-10 21:40:40.012325,PROFESIONAL
SNIES-903793,1100687687,Medicina,SENA Regional Atlántico,2025-10-12 21:40:41.242963,PROFESIONAL
SNIES-134409,1093402517,Psicología,,2024-12-27 21:40:41.246420,PROFESIONAL
SNIES-648527,1114859605,Tecnología en Gestión Administrativa,,2024-12-10 21:40:39.583009,TECNOLOGO
SNIES-111825,1085233655,Arquitectura,,2019-12-12 21:40:39.280651,PROFESIONAL
SNIES-637673,1125064046,Ingeniería de Sistemas,Colegio Distrital San Francisco,2025-07-24 21:40:41.214181,PROFESIONAL
SNIES-322834,1086349648,Psicología,,2021-12-11 21:40:40.737098,PROFESIONAL
SNIES-253904,1111631404,Tecnología en Gestión Administrativa,,2024-12-10 21:40:38.918913,TECNOLOGO
SNIES-248442,1119737255,Psicología,,2024-12-10 21:40:39.007853,PROFESIONAL
SNIES-784684,1107107387,Derecho,,2021-12-11 21:40:39.245426,PROFESIONAL
SNIES-636683,1114440547,Tecnología en Contabilidad y Finanzas,,2023-12-11 21:40:40.316754,TECNOLOGO
SNIES-618631,1113779032,Medicina,Universidad Virtual del Caribe Online,2022-12-11 21:40:41.153907,PROFESIONAL
SNIES-322306,1109683654,Psicología,SENA Regional Atlántico,2023-12-11 21:40:41.311203,PROFESIONAL
SNIES-521054,1101361037,Ingeniería de Sistemas,,2021-12-11 21:40:38.632909,PROFESIONAL
SNIES-450994,1102519837,Contaduría Pública,,2025-04-03 21:40:41.243201,PROFESIONAL
SNIES-539456,1102138698,Tecnología en Contabilidad y Finanzas,,2024-12-10 21:40:39.868463,TECNOLOGO
SNIES-205447,1098226064,Arquitectura,,2021-12-11 21:40:39.000943,PROFESIONAL
SNIES-929842,1108420613,Tecnología en Contabilidad y Finanzas,,2023-12-11 21:40:39.237592,TECNOLOGO
SNIES-564257,1110309826,Psicología,,2025-03-14 21:40:41.241161,PROFESIONAL
SNIES-647863,1102548900,Tecnología en Sistemas,,2024-12-10 21:40:40.838164,TECNOLOGO
SNIES-667977,1112573854,Psicología,,2025-05-29 21:40:41.243614,PROFESIONAL
SNIES-598237,1143345044,Ingeniería de Sistemas,Colegio Nacional Loperena,2025-08-06 21:40:41.226659,PROFESIONAL
SNIES-813548,1134661063,Derecho,,2025-08-14 21:40:41.202833,PROFESIONAL
SNIES-252482,1090043719,Arquitectura,,2022-12-11 21:40:40.713406,PROFESIONAL
SNIES-704434,1087626222,Contaduría Pública,,2021-12-11 21:40:39.237703,PROFESIONAL
SNIES-510242,1114243018,Tecnología en Sistemas,,2024-12-10 21:40:39.534053,TECNOLOGO
SNIES-314906,1082237606,Enfermería,,2024-12-10 21:40:39.848724,PROFESIONAL
SNIES-466820,1110718474,Economía,,2021-12-11 21:40:39.712023,PROFESIONAL
SNIES-150829,1109697175,Tecnología en Gestión Administrativa,,2023-12-11 21:40:40.972313,TECNOLOGO
SNIES-468690,1099844912,Economía,,2022-12-11 21:40:40.095916,PROFESIONAL
SNIES-659105,110192,Ingeniería de Sistemas,,2024-12-10 21:40:41.043202,PROFESIONAL
SNIES-890536,1116644394,Enfermería,SENA Regional Atlántico,2024-12-10 21:40:39.457755,PROFESIONAL
SNIES-658237,1111430773,Contaduría Pública,,2025-08-20 21:40:41.240803,PROFESIONAL
SNIES-815985,1103336699,Ingeniería de Sistemas,,2023-12-11 21:40:39.324782,PROFESIONAL
SNIES-391483,1105866579,Contaduría Pública,SENA Regional Atlántico,2023-12-11 21:40:39.486723,PROFESIONAL
SNIES-265329,1254212688,Derecho,,2022-12-11 21:40:41.059425,PROFESIONAL
SNIES-276675,1113899877,Ingeniería de Sistemas,,2024-12-10 21:40:40.561422,PROFESIONAL
SNIES-943409,1102542964,Contaduría Pública,,2024-12-10 21:40:39.885467,PROFESIONAL
SNIES-741922,1094887313,Administración de Empresas,,2024-12-10 21:40:40.240823,PROFESIONAL
SNIES-257198,1118529914,Ingeniería Civil,,2024-12-10 21:40:39.496951,PROFESIONAL
SNIES-605211,1085020175,Medicina,,2020-12-11 21:40:39.104229,PROFESIONAL
SNIES-523479,1081882124,Administración de Empresas,,2025-08-08 21:40:41.267982,PROFESIONAL
SNIES-786332,1125343188,Medicina,SENA Regional Bogotá,2022-12-11 21:40:41.303546,PROFESIONAL
SNIES-313922,998097,Tecnología en Contabilidad y Finanzas,,2024-12-10 21:40:41.032626,TECNOLOGO
SNIES-744304,1088441839,Psicología,,2021-12-11 21:40:38.565777,PROFESIONAL
SNIES-792634,633306,Psicología,,2022-12-11 21:40:41.040104,PROFESIONAL
SNIES-681187,1108630395,Contaduría Pública,,2024-12-10 21:40:41.290924,PROFESIONAL
SNIES-536878,1113007923,Economía,,2024-12-10 21:40:39.033673,PROFESIONAL
SNIES-431960,1115517779,Ingeniería Civil,,2025-01-28 21:40:41.197613,PROFESIONAL
SNIES-544905,1107539792,Medicina,,2024-12-10 21:40:40.306764,PROFESIONAL
SNIES-690953,1085786887,Contaduría Pública,,2021-12-11 21:40:40.379818,PROFESIONAL
SNIES-784271,1102467560,Ingeniería Civil,,2024-12-10 21:40:39.236991,PROFESIONAL
SNIES-214730,1085986628,Contaduría Pública,,2019-12-12 21:40:39.789668,PROFESIONAL
SNIES-497139,1101425228,Derecho,,2025-02-12 21:40:41.210677,PROFESIONAL
SNIES-963032,1113250451,Psicología,SENA Regional Atlántico,2025-05-20 21:40:41.220981,PROFESIONAL
SNIES-342824,502605,Economía,,2023-12-11 21:40:41.098098,PROFESIONAL
SNIES-815846,1116561649,Medicina,,2023-12-11 21:40:40.441889,PROFESIONAL
SNIES-508865,1084772557,Administración de Empresas,,2022-12-11 21:40:40.559867,PROFESIONAL
SNIES-893782,1103366660,Contaduría Pública,,2021-12-11 21:40:39.849934,PROFESIONAL
SNIES-382614,1148194078,Economía,Institución Educativa José María Córdoba,2025-07-04 21:40:41.246061,PROFESIONAL
SNIES-295483,1114432216,Medicina,,2023-12-11 21:40:39.008853,PROFESIONAL
SNIES-367659,1110814542,Tecnología en Gestión Administrativa,,2024-12-10 21:40:38.783165,TECNOLOGO
SNIES-857233,1119352231,Medicina,,2024-12-10 21:40:40.855724,PROFESIONAL
SNIES-597154,1146497986,Administración de Empresas,,2024-12-10 21:40:41.310959,PROFESIONAL
SNIES-349684,1117935228,Tecnología en Sistemas,,2023-12-11 21:40:40.688789,TECNOLOGO
SNIES-798793,1083228668,Contaduría Pública,SENA Regional Valle del Cauca,2025-09-11 21:40:41.250632,PROFESIONAL
SNIES-223310,1117647353,Enfermería,,2024-12-10 21:40:40.408568,PROFESIONAL
SNIES-999199,1098047774,Contaduría Pública,,2024-12-10 21:40:39.969626,PROFESIONAL
SNIES-836137,1104741552,Administración de Empresas,,2024-12-10 21:40:38.812778,PROFESIONAL
SNIES-422784,1089786221,Psicología,Centro Educativo Los Pinos,2024-12-10 21:40:41.149161,PROFESIONAL
SNIES-217763,1116986532,Tecnología en Sistemas,,2024-12-10 21:40:39.872140,TECNOLOGO
SNIES-513926,1106109540,Psicología,,2024-12-10 21:40:40.184217,PROFESIONAL
SNIES-697183,1113023836,Tecnología en Gestión Administrativa,,2024-12-10 21:40:40.610657,TECNOLOGO
SNIES-224213,1208974776,Tecnología en Electrónica,,2024-12-10 21:40:41.050665,TECNOLOGO
SNIES-978665,1081544477,Derecho,,2020-12-11 21:40:40.545867,PROFESIONAL
SNIES-734041,1117517956,Administración de Empresas,,2024-12-10 21:40:39.272945,PROFESIONAL
SNIES-919584,1083677502,Medicina,,2022-12-11 21:40:40.067646,PROFESIONAL
SNIES-776978,486076,Psicología,,2024-12-10 21:40:41.043960,PROFESIONAL
SNIES-680080,1116343325,Tecnología en Contabilidad y Finanzas,,2023-12-11 21:40:39.964060,TECNOLOGO
SNIES-209509,1096924998,Ingeniería de Sistemas,,2024-12-10 21:40:40.960633,PROFESIONAL
SNIES-489875,1096085981,Contaduría Pública,,2024-12-10 21:40:39.500379,PROFESIONAL
SNIES-866440,1092550154,Psicología,,2018-12-12 21:40:40.004260,PROFESIONAL
SNIES-874130,1115353191,Tecnología en Electrónica,,2024-12-10 21:40:40.797241,TECNOLOGO
SNIES-491482,1080801513,Medicina,,2022-12-11 21:40:40.452275,PROFESIONAL
SNIES-220141,1083633557,Psicología,,2023-12-11 21:40:40.665656,PROFESIONAL
SNIES-764224,1080440997,Ingeniería Civil,SENA Regional Antioquia,2025-10-23 21:40:41.226720,PROFESIONAL
SNIES-589739,1132080854,Ingeniería de Sistemas,Colegio Distrital San Francisco,2022-12-11 21:40:41.324337,PROFESIONAL
SNIES-178333,1141590257,Arquitectura,Colegio Departamental Simón Bolívar,2023-12-11 21:40:41.287485,PROFESIONAL
SNIES-854644,1112959996,Tecnología en Gestión Administrativa,,2023-12-11 21:40:40.576177,TECNOLOGO
SNIES-113353,1094618137,Medicina,SENA Regional Antioquia,2023-12-11 21:40:40.725247,PROFESIONAL
SNIES-249364,1109184188,Tecnología en Contabilidad y Finanzas,,2024-12-10 21:40:39.581801,TECNOLOGO
SNIES-355154,1117497410,Economía,,2024-12-10 21:40:38.641720,PROFESIONAL
SNIES-693184,1110623871,Tecnología en Contabilidad y Finanzas,,2024-12-10 21:40:40.154507,TECNOLOGO
SNIES-123826,1097476267,Enfermería,,2023-12-11 21:40:40.070303,PROFESIONAL
SNIES-854474,1111121887,Tecnología en Sistemas,,2024-12-10 21:40:40.212988,TECNOLOGO
SNIES-611859,1105621119,Psicología,SENA Regional Atlántico,2024-12-10 21:40:39.448691,PROFESIONAL
SNIES-464353,1108320415,Derecho,,2024-12-10 21:40:40.821245,PROFESIONAL
SNIES-849320,1105321458,Arquitectura,,2023-12-11 21:40:40.327178,PROFESIONAL
SNIES-516493,1086938508,Psicología,,2022-12-11 21:40:39.523060,PROFESIONAL
