sisben_id,cedula,sisben_nivel,sisben_puntaje,departamento,municipio,fecha_actualizacion
14517,1129466158,B,54.81,Atlántico,Atlántico,2025-03-30 21:40:41.540111
14518,1056333339,C,62.5,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
14519,1135422029,D,77.17,Atlántico,Atlántico,2025-03-30 21:40:41.540111
14520,1127430897,B,45.9,Antioquia,Antioquia,2025-03-30 21:40:41.540111
14521,1103585661,C,56.85,Atlántico,Atlántico,2025-03-30 21:40:41.540111
14522,1129462061,A,20.47,Atlántico,Atlántico,2025-03-30 21:40:41.540111
14523,1113975956,B,42.15,Atlántico,Atlántico,2025-03-30 21:40:41.540111
14524,1117279772,A,39.77,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
14525,1111801203,C,58.52,Antioquia,Antioquia,2025-03-30 21:40:41.540111
14526,1144973377,D,66.97,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
14527,1094164183,B,42.64,Atlántico,Atlántico,2025-03-30 21:40:41.540111
14528,1067128581,A,37.6,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
14529,1101888393,B,44.22,Antioquia,Antioquia,2025-03-30 21:40:41.540111
14530,1127238095,B,50.95,Antioquia,Antioquia,2025-03-30 21:40:41.540111
14531,1142049151,A,28.5,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
14532,1123727101,D,93.16,Atlántico,Atlántico,2025-03-30 21:40:41.540111
14533,1107299733,A,31.16,Antioquia,Antioquia,2025-03-30 21:40:41.540111
14534,1101680043,D,69.59,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
14535,1134414568,B,47.36,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
14536,1146995398,B,49.95,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
14537,1110953854,C,59.97,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
14538,1100226235,B,50.95,Antioquia,Antioquia,2025-03-30 21:40:41.540111
14539,1101205188,C,59.04,Atlántico,Atlántico,2025-03-30 21:40:41.540111
14540,1086218589,C,57.37,Atlántico,Atlántico,2025-03-30 21:40:41.540111
14541,1148453491,C,64.43,Antioquia,Antioquia,2025-03-30 21:40:41.540111
14542,1080554075,B,43.5,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
14543,1144319236,B,46.88,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
14544,1133274679,A,32.27,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
14545,1104159113,B,49.36,Atlántico,Atlántico,2025-03-30 21:40:41.540111
14546,1115952415,A,20.43,Atlántico,Atlántico,2025-03-30 21:40:41.540111
14547,1106233779,A,21.36,Antioquia,Antioquia,2025-03-30 21:40:41.540111
14548,1125815049,C,63.04,Atlántico,Atlántico,2025-03-30 21:40:41.540111
14549,1136650023,A,36.12,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
14550,1120035619,B,48.96,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
14551,1104048672,B,52.75,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
14552,1105565240,B,42.42,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
14553,1091399719,A,0.28,Atlántico,Atlántico,2025-03-30 21:40:41.540111
14554,1128737781,A,37.05,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
14555,1071697718,A,38.97,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
14556,1123694459,A,24.58,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
14557,1118087157,B,50.5,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
14558,1111189179,B,41.02,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
14559,1094144516,B,41.59,Atlántico,Atlántico,2025-03-30 21:40:41.540111
14560,1012549262,B,52.23,Atlántico,Atlántico,2025-03-30 21:40:41.540111
14561,1149837380,B,48.93,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
14562,1114825051,B,44.43,Atlántico,Atlántico,2025-03-30 21:40:41.540111
14563,1080081430,A,15.38,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
14564,1119845522,D,90.83,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
14565,1115653629,A,14.29,Atlántico,Atlántico,2025-03-30 21:40:41.540111
14566,1116411336,B,48.07,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
14567,1215161117,D,92.95,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
14568,1271442849,B,43.13,Atlántico,Atlántico,2025-03-30 21:40:41.540111
14569,1117864738,B,44.09,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
14570,1085331938,B,46.76,Antioquia,Antioquia,2025-03-30 21:40:41.540111
14571,1043941499,A,1.71,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
14572,1110120709,C,55.01,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
14573,1116964049,C,59.88,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
14574,1130027296,B,54.92,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
14575,1143518295,A,33.04,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
14576,1148759346,C,59.08,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
14577,1113281131,B,51.94,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
14578,1103139368,B,52.0,Atlántico,Atlántico,2025-03-30 21:40:41.540111
14579,1118592927,C,57.97,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
14580,1142968217,D,83.11,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
14581,1114533990,B,52.02,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
14582,1093408854,A,35.27,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
14583,1144230652,C,57.24,Antioquia,Antioquia,2025-03-30 21:40:41.540111
14584,1126583903,C,58.73,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
14585,1124813514,C,63.65,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
14586,1119482282,B,54.63,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
14587,1117726211,D,79.2,Atlántico,Atlántico,2025-03-30 21:40:41.540111
14588,1142640471,A,26.1,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
14589,1135317764,B,53.81,Atlántico,Atlántico,2025-03-30 21:40:41.540111
14590,1134706054,C,58.64,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
14591,1125163470,C,61.9,Atlántico,Atlántico,2025-03-30 21:40:41.540111
14592,1094650572,C,61.58,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
14593,1121043880,B,52.56,Atlántico,Atlántico,2025-03-30 21:40:41.540111
14594,1104312622,C,60.7,Antioquia,Antioquia,2025-03-30 21:40:41.540111
14595,1084922564,B,48.92,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
14596,1128358597,A,34.18,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
14597,1121271581,B,42.01,Antioquia,Antioquia,2025-03-30 21:40:41.540111
14598,1103894968,A,14.47,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
14599,1109927130,A,2.46,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
14600,1083701702,B,46.64,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
14601,1102201926,B,52.15,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
14602,1200974576,B,52.97,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
14603,1128561481,A,15.57,Antioquia,Antioquia,2025-03-30 21:40:41.540111
14604,1100024263,B,45.35,Antioquia,Antioquia,2025-03-30 21:40:41.540111
14605,1106940770,B,42.42,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
14606,1117310050,B,48.16,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
14607,1094858298,C,64.86,Atlántico,Atlántico,2025-03-30 21:40:41.540111
14608,1123023849,A,12.1,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
14609,1121860061,B,47.09,Antioquia,Antioquia,2025-03-30 21:40:41.540111
14610,1117228877,A,11.26,Antioquia,Antioquia,2025-03-30 21:40:41.540111
14611,1103155523,B,48.66,Atlántico,Atlántico,2025-03-30 21:40:41.540111
14612,1087826464,C,62.25,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
14613,1100927899,B,54.37,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
14614,1000580245,B,44.48,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
14615,1143667368,B,49.81,Atlántico,Atlántico,2025-03-30 21:40:41.540111
14616,886712,B,52.77,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
14617,1112486778,B,51.92,Atlántico,Atlántico,2025-03-30 21:40:41.540111
14618,1114881766,C,56.49,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
14619,1111960429,D,85.24,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
14620,1118474541,C,61.02,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
14621,1101142083,C,62.68,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
14622,1107678877,C,62.27,Atlántico,Atlántico,2025-03-30 21:40:41.540111
14623,1144046791,C,60.02,Atlántico,Atlántico,2025-03-30 21:40:41.540111
14624,1142459372,D,76.5,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
14625,1119974915,C,63.22,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
14626,1000186734,A,39.81,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
14627,1113166046,B,47.7,Antioquia,Antioquia,2025-03-30 21:40:41.540111
14628,1125874547,B,45.37,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
14629,1139134513,A,10.17,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
14630,1115508487,B,46.58,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
14631,1125824562,B,47.53,Atlántico,Atlántico,2025-03-30 21:40:41.540111
14632,1142784531,A,34.28,Atlántico,Atlántico,2025-03-30 21:40:41.540111
14633,1111925677,B,45.15,Atlántico,Atlántico,2025-03-30 21:40:41.540111
14634,1131475824,B,41.84,Atlántico,Atlántico,2025-03-30 21:40:41.540111
14635,1125750633,B,42.53,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
14636,1093725085,B,44.92,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
14637,1066866883,B,47.2,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
14638,1125721740,B,50.77,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
14639,1120915419,B,45.43,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
14640,1066535114,D,71.89,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
14641,1103031440,B,44.39,Antioquia,Antioquia,2025-03-30 21:40:41.540111
14642,1116555752,B,45.91,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
14643,1278303750,B,47.88,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
14644,1110796948,A,21.42,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
14645,1001598853,A,3.52,Atlántico,Atlántico,2025-03-30 21:40:41.540111
14646,1146370469,B,50.29,Atlántico,Atlántico,2025-03-30 21:40:41.540111
14647,1102640471,A,26.1,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
14648,1041834106,B,50.49,Atlántico,Atlántico,2025-03-30 21:40:41.540111
14649,1138337742,A,3.34,Antioquia,Antioquia,2025-03-30 21:40:41.540111
14650,1117100763,D,73.25,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
14651,1134939061,A,33.95,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
14652,1147583720,A,24.85,Atlántico,Atlántico,2025-03-30 21:40:41.540111
14653,1061049267,B,44.53,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
14654,1113000054,A,25.0,Antioquia,Antioquia,2025-03-30 21:40:41.540111
14655,1140303503,A,19.59,Atlántico,Atlántico,2025-03-30 21:40:41.540111
14656,1113484456,B,53.89,Antioquia,Antioquia,2025-03-30 21:40:41.540111
14657,1118210835,B,43.58,Antioquia,Antioquia,2025-03-30 21:40:41.540111
14658,1108052818,B,42.16,Atlántico,Atlántico,2025-03-30 21:40:41.540111
14659,1126248387,A,21.51,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
14660,1123954538,C,64.43,Antioquia,Antioquia,2025-03-30 21:40:41.540111
14661,1141657144,C,58.5,Antioquia,Antioquia,2025-03-30 21:40:41.540111
14662,1122623085,C,61.64,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
14663,1125471990,B,49.61,Atlántico,Atlántico,2025-03-30 21:40:41.540111
14664,1144476168,A,8.55,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
14665,1131840024,B,43.91,Antioquia,Antioquia,2025-03-30 21:40:41.540111
14666,1144774907,B,52.57,Antioquia,Antioquia,2025-03-30 21:40:41.540111
14667,1139190148,C,55.83,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
14668,1148080020,B,42.94,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
14669,1103762822,B,49.84,Antioquia,Antioquia,2025-03-30 21:40:41.540111
14670,1114052057,A,29.82,Antioquia,Antioquia,2025-03-30 21:40:41.540111
14671,1110236643,C,55.07,Antioquia,Antioquia,2025-03-30 21:40:41.540111
14672,1116737502,B,50.37,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
14673,1127394630,B,54.53,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
14674,1117131889,B,52.71,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
14675,1140769987,C,62.22,Antioquia,Antioquia,2025-03-30 21:40:41.540111
14676,1141427282,A,37.65,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
14677,1101590085,C,56.33,Atlántico,Atlántico,2025-03-30 21:40:41.540111
14678,1110502611,B,54.78,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
14679,1092339297,B,42.75,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
14680,1101107247,B,44.28,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
14681,1133455762,B,52.9,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
14682,1122577780,C,58.13,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
14683,1126585051,B,43.17,Antioquia,Antioquia,2025-03-30 21:40:41.540111
14684,1102573841,A,9.56,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
14685,1109155420,B,53.66,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
14686,1118633532,B,51.29,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
14687,1102433982,B,52.57,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
14688,1100955176,B,54.15,Atlántico,Atlántico,2025-03-30 21:40:41.540111
14689,1089932717,B,43.94,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
14690,1139000592,C,60.19,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
14691,1052680688,C,55.95,Atlántico,Atlántico,2025-03-30 21:40:41.540111
14692,1083789254,C,56.64,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
14693,1146208997,B,52.74,Atlántico,Atlántico,2025-03-30 21:40:41.540111
14694,1082266701,A,23.94,Atlántico,Atlántico,2025-03-30 21:40:41.540111
14695,1083808911,A,11.17,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
14696,1128088620,C,61.14,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
14697,1101787765,A,33.46,Antioquia,Antioquia,2025-03-30 21:40:41.540111
14698,1106420574,B,47.17,Antioquia,Antioquia,2025-03-30 21:40:41.540111
14699,1121956921,C,60.71,Atlántico,Atlántico,2025-03-30 21:40:41.540111
14700,1131080151,A,31.64,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
14701,1143604694,B,47.7,Antioquia,Antioquia,2025-03-30 21:40:41.540111
14702,1092131366,B,49.92,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
14703,1173976877,B,48.4,Atlántico,Atlántico,2025-03-30 21:40:41.540111
14704,1112159801,A,7.36,Antioquia,Antioquia,2025-03-30 21:40:41.540111
14705,1116835291,C,59.54,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
14706,1134507159,C,62.88,Antioquia,Antioquia,2025-03-30 21:40:41.540111
14707,1144125573,B,43.47,Antioquia,Antioquia,2025-03-30 21:40:41.540111
14708,1098804252,D,91.12,Antioquia,Antioquia,2025-03-30 21:40:41.540111
14709,1125340238,A,28.19,Atlántico,Atlántico,2025-03-30 21:40:41.540111
14710,1117406420,C,61.55,Antioquia,Antioquia,2025-03-30 21:40:41.540111
14711,1121244237,A,12.65,Atlántico,Atlántico,2025-03-30 21:40:41.540111
14712,1087037678,A,26.71,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
14713,1103860163,A,12.94,Atlántico,Atlántico,2025-03-30 21:40:41.540111
14714,1125224800,A,3.2,Antioquia,Antioquia,2025-03-30 21:40:41.540111
14715,1137910725,B,54.38,Antioquia,Antioquia,2025-03-30 21:40:41.540111
14716,1145255861,A,36.66,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
14717,1090789752,A,3.41,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
14718,1135855000,C,56.92,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
14719,1138795836,C,60.17,Antioquia,Antioquia,2025-03-30 21:40:41.540111
14720,1102464309,B,50.62,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
14721,1128898428,B,49.48,Antioquia,Antioquia,2025-03-30 21:40:41.540111
14722,1214939132,C,57.15,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
14723,1106993691,D,71.3,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
14724,1100227252,B,41.95,Atlántico,Atlántico,2025-03-30 21:40:41.540111
14725,1099451562,A,34.63,Atlántico,Atlántico,2025-03-30 21:40:41.540111
14726,1103158752,C,58.64,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
14727,1108513208,C,61.77,Antioquia,Antioquia,2025-03-30 21:40:41.540111
14728,1132497659,A,23.88,Atlántico,Atlántico,2025-03-30 21:40:41.540111
14729,1142543886,A,33.37,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
14730,1122483240,C,63.69,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
14731,1102072284,A,28.58,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
14732,1115673495,C,60.99,Atlántico,Atlántico,2025-03-30 21:40:41.540111
14733,1279490608,B,46.77,Antioquia,Antioquia,2025-03-30 21:40:41.540111
14734,1108422747,A,4.56,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
14735,1100092988,A,1.17,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
14736,1091541732,B,53.53,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
14737,1114595929,C,56.47,Antioquia,Antioquia,2025-03-30 21:40:41.540111
14738,1103199920,A,16.58,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
14739,1139571613,B,53.03,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
14740,1108637713,A,35.45,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
14741,1104821115,D,84.41,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
14742,1081833719,B,44.53,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
14743,1130949224,C,64.31,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
14744,1140766699,B,46.73,Antioquia,Antioquia,2025-03-30 21:40:41.540111
14745,1048008794,C,55.43,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
14746,1128101582,C,55.38,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
14747,1142055886,C,60.27,Antioquia,Antioquia,2025-03-30 21:40:41.540111
14748,1085253041,B,47.62,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
14749,1115781811,B,47.91,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
14750,1133047496,A,25.48,Antioquia,Antioquia,2025-03-30 21:40:41.540111
14751,1082386786,D,91.43,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
14752,1112049102,A,17.79,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
14753,1105516008,C,55.6,Atlántico,Atlántico,2025-03-30 21:40:41.540111
14754,1103605072,B,51.95,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
14755,1083562696,D,89.16,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
14756,1125626459,C,60.78,Antioquia,Antioquia,2025-03-30 21:40:41.540111
14757,285645,A,36.09,Atlántico,Atlántico,2025-03-30 21:40:41.540111
14758,1133442183,A,29.38,Antioquia,Antioquia,2025-03-30 21:40:41.540111
14759,1146791921,C,59.78,Atlántico,Atlántico,2025-03-30 21:40:41.540111
14760,1106621389,D,89.22,Atlántico,Atlántico,2025-03-30 21:40:41.540111
14761,129524,C,59.59,Atlántico,Atlántico,2025-03-30 21:40:41.540111
14762,1146912884,C,62.13,Atlántico,Atlántico,2025-03-30 21:40:41.540111
14763,1097924024,B,44.28,Antioquia,Antioquia,2025-03-30 21:40:41.540111
14764,1103753305,A,9.06,Atlántico,Atlántico,2025-03-30 21:40:41.540111
14765,1118146851,B,51.89,Antioquia,Antioquia,2025-03-30 21:40:41.540111
14766,1147980847,C,55.2,Atlántico,Atlántico,2025-03-30 21:40:41.540111
14767,1108288803,A,21.44,Atlántico,Atlántico,2025-03-30 21:40:41.540111
14768,1092421797,B,53.37,Antioquia,Antioquia,2025-03-30 21:40:41.540111
14769,1104451259,A,34.96,Atlántico,Atlántico,2025-03-30 21:40:41.540111
14770,1117524459,C,59.62,Antioquia,Antioquia,2025-03-30 21:40:41.540111
14771,1124625284,A,32.92,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
14772,1116436521,B,52.59,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
14773,1132930201,A,24.85,Antioquia,Antioquia,2025-03-30 21:40:41.540111
14774,1141969693,B,45.12,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
14775,1101056228,D,85.87,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
14776,1140278078,B,42.79,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
14777,1092062746,B,43.73,Atlántico,Atlántico,2025-03-30 21:40:41.540111
14778,1101096969,C,62.19,Atlántico,Atlántico,2025-03-30 21:40:41.540111
14779,1112275581,A,36.38,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
14780,1092654456,A,34.12,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
14781,585297,B,46.99,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
14782,1140315990,B,44.91,Atlántico,Atlántico,2025-03-30 21:40:41.540111
14783,1137031847,C,63.72,Atlántico,Atlántico,2025-03-30 21:40:41.540111
14784,1102509906,B,53.51,Atlántico,Atlántico,2025-03-30 21:40:41.540111
14785,1115148940,C,63.92,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
14786,1093091955,D,71.45,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
14787,1137566517,B,51.64,Antioquia,Antioquia,2025-03-30 21:40:41.540111
14788,1129804804,B,51.43,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
14789,1033820696,C,64.2,Antioquia,Antioquia,2025-03-30 21:40:41.540111
14790,1082487123,B,48.26,Antioquia,Antioquia,2025-03-30 21:40:41.540111
14791,1122639101,C,58.52,Atlántico,Atlántico,2025-03-30 21:40:41.540111
14792,543813,D,90.27,Atlántico,Atlántico,2025-03-30 21:40:41.540111
14793,1112476284,C,59.7,Atlántico,Atlántico,2025-03-30 21:40:41.540111
14794,1148631672,C,59.75,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
14795,1104003191,A,25.27,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
14796,1110691935,D,77.54,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
14797,1140373550,B,48.36,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
14798,921987,A,16.97,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
14799,1105518083,A,34.96,Atlántico,Atlántico,2025-03-30 21:40:41.540111
14800,1110122824,B,49.87,Atlántico,Atlántico,2025-03-30 21:40:41.540111
14801,1067983945,A,19.55,Antioquia,Antioquia,2025-03-30 21:40:41.540111
14802,1139011956,A,27.06,Atlántico,Atlántico,2025-03-30 21:40:41.540111
14803,1084978211,A,25.76,Atlántico,Atlántico,2025-03-30 21:40:41.540111
14804,1116406881,C,59.89,Atlántico,Atlántico,2025-03-30 21:40:41.540111
14805,1120137028,A,28.08,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
14806,1095052488,B,43.25,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
14807,1089121185,B,46.37,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
14808,1091219714,B,43.2,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
14809,1103399063,B,52.18,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
14810,1135319459,B,53.37,Antioquia,Antioquia,2025-03-30 21:40:41.540111
14811,1209056119,B,50.43,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
14812,1097580602,A,12.74,Bogotá D.C.,Bogotá D.C.,2025-03-30 21:40:41.540111
14813,1047852213,C,58.07,Antioquia,Antioquia,2025-03-30 21:40:41.540111
14814,1119443803,B,49.61,Antioquia,Antioquia,2025-03-30 21:40:41.540111
14815,1137275256,C,60.84,Antioquia,Antioquia,2025-03-30 21:40:41.540111
14816,1103723460,C,56.45,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
14817,1106806871,A,18.3,Atlántico,Atlántico,2025-03-30 21:40:41.540111
14818,1126603029,B,46.54,Antioquia,Antioquia,2025-03-30 21:40:41.540111
14819,1017211544,C,59.89,Antioquia,Antioquia,2025-03-30 21:40:41.540111
14820,1148065216,A,40.2,Atlántico,Atlántico,2025-03-30 21:40:41.540111
14821,1041544952,B,49.82,Valle del Cauca,Valle del Cauca,2025-03-30 21:40:41.540111
