matricula_id,cedula,institucion,programa,estado,fecha_inicio,intensidad_horaria
MAT-00005111,1120070738,SENA Regional Valle del Cauca,Tecnología en Electrónica,VIGENTE,2025-08-12 21:40:39.963781,24
MAT-00005112,1148963085,SENA Regional Antioquia,Contaduría Pública,VIGENTE,2025-06-13 21:40:38.737535,22
MAT-00005113,1136850611,SENA Regional Valle del Cauca,Enfermería,VIGENTE,2025-06-13 21:40:39.134190,24
MAT-00005114,1103058710,SENA Regional Antioquia,Economía,VIGENTE,2024-02-19 21:40:39.713815,36
MAT-00005115,1130057951,Colegio Departamental Simón Bolívar,Tecnología en Sistemas,VIGENTE,2024-06-18 21:40:40.190172,38
MAT-00005116,1133871689,SENA Regional Bogotá,Contaduría Pública,VIGENTE,2025-04-14 21:40:39.759772,27
MAT-00005117,1071213806,Colegio Nacional Loperena,Tecnología en Gestión Administrativa,VIGENTE,2024-02-19 21:40:40.440718,28
MAT-00005118,1109135675,SENA Regional Antioquia,Tecnología en Sistemas,VIGENTE,2024-08-17 21:40:39.294591,27
MAT-00005119,1103663378,SENA Regional Atlántico,Tecnología en Sistemas,VIGENTE,2025-07-13 21:40:39.709671,38
MAT-00005120,1103633116,SENA Regional Bogotá,Tecnología en Contabilidad y Finanzas,VIGENTE,2024-06-18 21:40:39.198413,40
MAT-00005121,1104998208,SENA Regional Antioquia,Ingeniería de Sistemas,VIGENTE,2024-05-19 21:40:39.732301,29
MAT-00005122,1132699424,SENA Regional Valle del Cauca,Ingeniería Civil,VIGENTE,2024-02-19 21:40:40.574847,25
MAT-00005123,1080128485,SENA Regional Bogotá,Contaduría Pública,INACTIVA,2024-02-19 21:40:39.132040,0
MAT-00005124,1136073820,SENA Regional Valle del Cauca,Tecnología en Sistemas,VIGENTE,2025-11-10 21:40:39.252841,31
MAT-00005125,1123193536,SENA Regional Atlántico,Tecnología en Sistemas,VIGENTE,2025-09-11 21:40:39.916867,25
MAT-00005126,1120590092,Colegio Departamental Simón Bolívar,Tecnología en Electrónica,VIGENTE,2025-01-14 21:40:40.108398,27
MAT-00005127,1127399226,SENA Regional Antioquia,Tecnología en Contabilidad y Finanzas,VIGENTE,2024-11-15 21:40:39.216321,34
MAT-00005128,1129963270,SENA Regional Valle del Cauca,Tecnología en Gestión Administrativa,VIGENTE,2025-09-11 21:40:39.491874,36
MAT-00005129,1128138702,SENA Regional Antioquia,Tecnología en Electrónica,VIGENTE,2025-03-15 21:40:39.292263,40
MAT-00005130,1109745880,SENA Regional Antioquia,Tecnología en Gestión Administrativa,VIGENTE,2025-10-11 21:40:38.762996,35
MAT-00005131,1130084331,SENA Regional Antioquia,Ingeniería Civil,INACTIVA,2024-09-16 21:40:38.957321,0
MAT-00005132,856346,SENA Regional Valle del Cauca,Derecho,VIGENTE,2025-08-12 21:40:41.102057,35
MAT-00005133,1138742060,SENA Regional Atlántico,Arquitectura,VIGENTE,2025-01-14 21:40:39.648682,21
MAT-00005134,1134200095,Centro Educativo Los Pinos,Psicología,VIGENTE,2024-04-19 21:40:41.110989,22
MAT-00005135,1117089644,SENA Regional Bogotá,Derecho,VIGENTE,2024-11-15 21:40:39.034942,28
MAT-00005136,1097319455,Institución Educativa José María Córdoba,Tecnología en Contabilidad y Finanzas,VIGENTE,2025-05-14 21:40:40.243426,22
MAT-00005137,1147696368,SENA Regional Bogotá,Tecnología en Gestión Administrativa,VIGENTE,2025-06-13 21:40:38.999373,23
MAT-00005138,1103883500,SENA Regional Bogotá,Tecnología en Sistemas,VIGENTE,2024-03-20 21:40:39.769133,27
MAT-00005139,1113258802,SENA Regional Bogotá,Tecnología en Contabilidad y Finanzas,VIGENTE,2025-03-15 21:40:38.566807,40
MAT-00005140,1109522439,SENA Regional Bogotá,Tecnología en Gestión Administrativa,VIGENTE,2025-01-14 21:40:39.269426,26
MAT-00005141,1112332847,SENA Regional Valle del Cauca,Tecnología en Sistemas,VIGENTE,2024-09-16 21:40:40.450679,39
MAT-00005142,1135971643,SENA Regional Atlántico,Tecnología en Sistemas,VIGENTE,2024-03-20 21:40:40.629096,34
MAT-00005143,1086607640,SENA Regional Atlántico,Ingeniería de Sistemas,VIGENTE,2024-06-18 21:40:39.338636,28
MAT-00005144,1135787883,Colegio Departamental Simón Bolívar,Administración de Empresas,VIGENTE,2024-08-17 21:40:39.886986,25
MAT-00005145,1141019680,Colegio Distrital San Francisco,Tecnología en Contabilidad y Finanzas,VIGENTE,2024-04-19 21:40:40.993013,39
MAT-00005146,1135843795,SENA Regional Atlántico,Tecnología en Gestión Administrativa,VIGENTE,2024-03-20 21:40:38.693441,22
MAT-00005147,1131495296,SENA Regional Atlántico,Tecnología en Sistemas,VIGENTE,2024-04-19 21:40:40.021374,39
MAT-00005148,1063393070,Colegio Distrital San Francisco,Tecnología en Electrónica,INACTIVA,2024-08-17 21:40:40.007821,0
MAT-00005149,1094352469,SENA Regional Valle del Cauca,Administración de Empresas,VIGENTE,2025-08-12 21:40:39.908435,23
MAT-00005150,1138438592,Colegio Departamental Simón Bolívar,Tecnología en Gestión Administrativa,VIGENTE,2025-10-11 21:40:40.280978,39
MAT-00005151,1130324955,Colegio Distrital San Francisco,Tecnología en Electrónica,VIGENTE,2025-01-14 21:40:39.451406,34
MAT-00005152,1061910231,Colegio Distrital San Francisco,Tecnología en Gestión Administrativa,VIGENTE,2025-04-14 21:40:39.222109,40
MAT-00005153,1129565975,Institución Educativa José María Córdoba,Tecnología en Electrónica,VIGENTE,2025-11-10 21:40:41.320313,29
MAT-00005154,1142678673,Colegio Nacional Loperena,Tecnología en Gestión Administrativa,VIGENTE,2025-04-14 21:40:39.733778,39
MAT-00005155,1139148442,Colegio Distrital San Francisco,Psicología,VIGENTE,2025-04-14 21:40:38.749945,29
MAT-00005156,1094555172,SENA Regional Valle del Cauca,Contaduría Pública,VIGENTE,2024-12-15 21:40:38.865345,32
MAT-00005157,1148562791,SENA Regional Bogotá,Tecnología en Sistemas,VIGENTE,2024-08-17 21:40:40.038070,24
MAT-00005158,1141011789,SENA Regional Atlántico,Enfermería,VIGENTE,2023-12-21 21:40:40.419959,36
MAT-00005159,1138392055,SENA Regional Antioquia,Medicina,VIGENTE,2025-06-13 21:40:39.198751,28
MAT-00005160,1125519524,Instituto Digital Global,Tecnología en Contabilidad y Finanzas,VIGENTE,2024-05-19 21:40:41.116843,34
MAT-00005161,1101428459,SENA Regional Atlántico,Tecnología en Sistemas,VIGENTE,2024-03-20 21:40:38.969906,21
MAT-00005162,1124266874,SENA Regional Antioquia,Tecnología en Gestión Administrativa,VIGENTE,2024-05-19 21:40:39.741429,33
MAT-00005163,1008413171,Colegio Distrital San Francisco,Tecnología en Sistemas,VIGENTE,2024-07-18 21:40:40.318784,20
MAT-00005164,1123336619,Institución Educativa José María Córdoba,Tecnología en Sistemas,VIGENTE,2025-05-14 21:40:41.304311,23
MAT-00005165,1142014354,SENA Regional Atlántico,Tecnología en Sistemas,VIGENTE,2025-01-14 21:40:40.649977,20
MAT-00005166,1119381464,SENA Regional Bogotá,Contaduría Pública,VIGENTE,2025-05-14 21:40:39.410374,37
MAT-00005167,1145265495,Colegio Distrital San Francisco,Tecnología en Electrónica,VIGENTE,2025-11-10 21:40:41.240017,37
MAT-00005168,1020019001,Colegio Nacional Loperena,Tecnología en Sistemas,VIGENTE,2024-04-19 21:40:40.225917,27
MAT-00005169,1143078890,Institución Educativa José María Córdoba,Contaduría Pública,VIGENTE,2024-06-18 21:40:40.044100,27
MAT-00005170,1122450699,SENA Regional Atlántico,Tecnología en Gestión Administrativa,VIGENTE,2024-09-16 21:40:40.995709,22
MAT-00005171,1147871528,Colegio Departamental Simón Bolívar,Tecnología en Sistemas,VIGENTE,2025-09-11 21:40:39.566688,40
MAT-00005172,1100989290,Instituto Digital Global,Ingeniería Civil,VIGENTE,2024-08-17 21:40:41.196470,36
MAT-00005173,1147855786,Colegio Distrital San Francisco,Tecnología en Sistemas,VIGENTE,2025-10-11 21:40:38.720815,34
MAT-00005174,1115835055,SENA Regional Atlántico,Tecnología en Electrónica,VIGENTE,2024-08-17 21:40:40.854757,33
MAT-00005175,1147773780,SENA Regional Antioquia,Tecnología en Electrónica,VIGENTE,2025-02-13 21:40:40.212491,38
MAT-00005176,1116277759,Universidad Virtual del Caribe Online,Tecnología en Contabilidad y Finanzas,VIGENTE,2024-03-24 21:40:41.114022,38
MAT-00005177,1108466694,SENA Regional Valle del Cauca,Arquitectura,VIGENTE,2025-05-14 21:40:40.160566,29
MAT-00005178,1145991594,Institución Educativa José María Córdoba,Administración de Empresas,VIGENTE,2024-03-20 21:40:40.619067,35
MAT-00005179,1108593476,SENA Regional Valle del Cauca,Medicina,VIGENTE,2024-06-18 21:40:39.204433,35
MAT-00005180,1131511618,Centro Educativo Los Pinos,Tecnología en Gestión Administrativa,VIGENTE,2023-12-21 21:40:41.154143,31
MAT-00005181,1085685188,Colegio Departamental Simón Bolívar,Tecnología en Contabilidad y Finanzas,VIGENTE,2025-08-12 21:40:40.988456,33
MAT-00005182,1130013830,SENA Regional Antioquia,Tecnología en Sistemas,VIGENTE,2024-10-16 21:40:38.889115,23
MAT-00005183,1140050824,SENA Regional Valle del Cauca,Tecnología en Sistemas,VIGENTE,2024-10-16 21:40:39.438561,36
MAT-00005184,1015889709,Institución Educativa José María Córdoba,Tecnología en Contabilidad y Finanzas,VIGENTE,2024-02-19 21:40:40.199585,31
MAT-00005185,1133920361,SENA Regional Antioquia,Psicología,VIGENTE,2025-06-13 21:40:39.581209,25
MAT-00005186,1141598707,Colegio Nacional Loperena,Tecnología en Electrónica,VIGENTE,2024-06-18 21:40:40.856563,40
MAT-00005187,1128672221,SENA Regional Atlántico,Tecnología en Contabilidad y Finanzas,VIGENTE,2025-02-13 21:40:38.855179,23
MAT-00005188,1120247767,Colegio Nacional Loperena,Ingeniería de Sistemas,VIGENTE,2024-07-18 21:40:40.186524,27
MAT-00005189,1129884882,Colegio Departamental Simón Bolívar,Tecnología en Sistemas,VIGENTE,2024-05-19 21:40:39.686902,32
MAT-00005190,440235,SENA Regional Antioquia,Ingeniería de Sistemas,VIGENTE,2025-01-14 21:40:41.103350,34
MAT-00005191,1120252086,SENA Regional Atlántico,Tecnología en Sistemas,VIGENTE,2024-03-20 21:40:40.289136,28
MAT-00005192,1113100257,SENA Regional Antioquia,Derecho,VIGENTE,2025-04-14 21:40:39.168274,22
MAT-00005193,1120662421,Institución Educativa José María Córdoba,Arquitectura,VIGENTE,2025-06-13 21:40:39.722341,33
MAT-00005194,1149148833,Colegio Distrital San Francisco,Tecnología en Contabilidad y Finanzas,VIGENTE,2025-08-12 21:40:40.129666,22
MAT-00005195,1136179052,Colegio Nacional Loperena,Economía,VIGENTE,2024-09-16 21:40:38.602650,23
MAT-00005196,1103631832,SENA Regional Antioquia,Tecnología en Sistemas,VIGENTE,2024-01-20 21:40:39.125945,38
MAT-00005197,1122354722,SENA Regional Atlántico,Tecnología en Sistemas,VIGENTE,2025-01-14 21:40:39.519292,28
MAT-00005198,1103178698,SENA Regional Antioquia,Tecnología en Contabilidad y Finanzas,VIGENTE,2024-09-16 21:40:41.286124,39
MAT-00005199,1025027694,Institución Educativa José María Córdoba,Tecnología en Sistemas,VIGENTE,2024-11-15 21:40:39.593590,40
MAT-00005200,1126444082,Institución Educativa José María Córdoba,Psicología,VIGENTE,2024-05-19 21:40:40.282021,29
MAT-00005201,1122044165,SENA Regional Atlántico,Tecnología en Electrónica,VIGENTE,2025-03-15 21:40:38.641600,32
MAT-00005202,1146401798,SENA Regional Bogotá,Tecnología en Contabilidad y Finanzas,VIGENTE,2025-07-13 21:40:41.263359,32
MAT-00005203,1100403483,SENA Regional Antioquia,Tecnología en Electrónica,VIGENTE,2024-07-18 21:40:38.784306,34
MAT-00005204,1135878491,Colegio Distrital San Francisco,Ingeniería Civil,INACTIVA,2025-11-10 21:40:39.889951,0
MAT-00005205,1140251252,Colegio Nacional Loperena,Tecnología en Sistemas,VIGENTE,2025-01-14 21:40:39.989883,36
MAT-00005206,1126240113,SENA Regional Antioquia,Tecnología en Gestión Administrativa,VIGENTE,2025-03-15 21:40:38.859661,32
MAT-00005207,1076833554,Colegio Nacional Loperena,Medicina,VIGENTE,2023-12-21 21:40:40.532071,24
MAT-00005208,1128478026,SENA Regional Bogotá,Tecnología en Sistemas,VIGENTE,2025-09-11 21:40:39.183988,24
MAT-00005209,1083038767,SENA Regional Antioquia,Ingeniería Civil,VIGENTE,2025-05-14 21:40:40.396507,31
MAT-00005210,1115394182,SENA Regional Atlántico,Ingeniería Civil,VIGENTE,2025-06-13 21:40:39.573321,37
MAT-00005211,1100489934,SENA Regional Atlántico,Tecnología en Contabilidad y Finanzas,VIGENTE,2025-06-13 21:40:39.604498,27
MAT-00005212,1143003038,Universidad Virtual del Caribe Online,Tecnología en Gestión Administrativa,VIGENTE,2025-03-15 21:40:41.165668,26
MAT-00005213,1120567126,Institución Educativa José María Córdoba,Enfermería,VIGENTE,2025-09-11 21:40:38.642111,21
MAT-00005214,1001310109,Colegio Departamental Simón Bolívar,Tecnología en Gestión Administrativa,VIGENTE,2025-08-12 21:40:39.584800,40
MAT-00005215,1149947365,SENA Regional Valle del Cauca,Tecnología en Electrónica,VIGENTE,2025-10-11 21:40:40.553563,38
MAT-00005216,1110812987,SENA Regional Antioquia,Tecnología en Electrónica,VIGENTE,2025-10-11 21:40:40.792654,35
MAT-00005217,1130184195,SENA Regional Atlántico,Tecnología en Electrónica,VIGENTE,2025-08-12 21:40:39.796436,27
MAT-00005218,1039188148,Colegio Distrital San Francisco,Administración de Empresas,VIGENTE,2025-01-14 21:40:40.459964,28
MAT-00005219,1121554335,SENA Regional Bogotá,Tecnología en Sistemas,INACTIVA,2024-12-15 21:40:40.187946,0
MAT-00005220,1141203307,SENA Regional Valle del Cauca,Ingeniería Civil,VIGENTE,2025-01-14 21:40:39.509820,30
MAT-00005221,1081956139,Universidad Virtual del Caribe Online,Tecnología en Sistemas,VIGENTE,2024-06-22 21:40:41.170552,38
MAT-00005222,1128417753,Institución Educativa José María Córdoba,Economía,INACTIVA,2024-01-20 21:40:40.790442,0
MAT-00005223,1139261100,SENA Regional Antioquia,Medicina,VIGENTE,2025-07-13 21:40:41.268815,22
MAT-00005224,1128951003,SENA Regional Valle del Cauca,Tecnología en Electrónica,VIGENTE,2024-08-17 21:40:40.202784,23
MAT-00005225,1146334912,SENA Regional Bogotá,Economía,VIGENTE,2023-12-21 21:40:40.451014,20
MAT-00005226,1149604587,SENA Regional Atlántico,Tecnología en Gestión Administrativa,VIGENTE,2023-12-21 21:40:41.223954,28
MAT-00005227,1127451992,Colegio Departamental Simón Bolívar,Tecnología en Electrónica,VIGENTE,2023-12-21 21:40:40.207863,38
MAT-00005228,1080050839,SENA Regional Bogotá,Psicología,VIGENTE,2024-11-15 21:40:40.979372,29
MAT-00005229,1084056166,SENA Regional Bogotá,Administración de Empresas,VIGENTE,2025-06-13 21:40:39.430730,25
MAT-00005230,1134544507,SENA Regional Valle del Cauca,Tecnología en Sistemas,VIGENTE,2025-09-11 21:40:40.656919,26
MAT-00005231,1125551313,Colegio Distrital San Francisco,Contaduría Pública,VIGENTE,2024-03-20 21:40:40.048157,37
MAT-00005232,1135007778,SENA Regional Bogotá,Tecnología en Gestión Administrativa,VIGENTE,2025-01-14 21:40:40.150724,21
MAT-00005233,1147221267,Institución Educativa José María Córdoba,Tecnología en Electrónica,VIGENTE,2025-02-13 21:40:38.865559,21
MAT-00005234,1085737660,SENA Regional Atlántico,Derecho,VIGENTE,2025-03-15 21:40:39.300861,40
MAT-00005235,1108498868,SENA Regional Bogotá,Tecnología en Gestión Administrativa,VIGENTE,2025-07-13 21:40:39.306101,32
MAT-00005236,1137108495,Colegio Distrital San Francisco,Tecnología en Electrónica,VIGENTE,2025-06-13 21:40:39.887044,34
MAT-00005237,1279880855,Colegio Distrital San Francisco,Tecnología en Gestión Administrativa,VIGENTE,2024-08-17 21:40:41.095379,30
MAT-00005238,1139459384,Colegio Nacional Loperena,Tecnología en Sistemas,VIGENTE,2025-10-11 21:40:39.769743,23
MAT-00005239,1006969783,Colegio Departamental Simón Bolívar,Tecnología en Gestión Administrativa,VIGENTE,2025-11-10 21:40:39.336028,23
MAT-00005240,1132647349,SENA Regional Bogotá,Tecnología en Gestión Administrativa,VIGENTE,2024-03-20 21:40:40.508300,38
MAT-00005241,1110727663,SENA Regional Valle del Cauca,Ingeniería de Sistemas,VIGENTE,2025-05-14 21:40:39.396047,34
MAT-00005242,1144333366,Colegio Distrital San Francisco,Medicina,VIGENTE,2024-02-19 21:40:41.242360,29
MAT-00005243,1138801375,Colegio Nacional Loperena,Medicina,VIGENTE,2025-10-11 21:40:40.580796,34
MAT-00005244,1133291828,SENA Regional Bogotá,Economía,VIGENTE,2024-10-16 21:40:40.243655,33
MAT-00005245,1086122611,Colegio Distrital San Francisco,Economía,VIGENTE,2024-11-15 21:40:38.940017,27
MAT-00005246,1126990824,SENA Regional Atlántico,Administración de Empresas,VIGENTE,2025-04-14 21:40:38.739300,24
MAT-00005247,1101930216,SENA Regional Valle del Cauca,Administración de Empresas,VIGENTE,2024-03-20 21:40:40.457170,29
MAT-00005248,1113795382,SENA Regional Atlántico,Arquitectura,VIGENTE,2025-08-12 21:40:39.458583,36
MAT-00005249,1106016665,SENA Regional Atlántico,Tecnología en Sistemas,VIGENTE,2024-12-15 21:40:38.773891,38
MAT-00005250,1101147124,SENA Regional Valle del Cauca,Tecnología en Gestión Administrativa,VIGENTE,2025-01-14 21:40:38.926802,27
MAT-00005251,1141836489,Colegio Nacional Loperena,Tecnología en Electrónica,VIGENTE,2025-03-15 21:40:39.530453,27
MAT-00005252,1139749082,SENA Regional Valle del Cauca,Tecnología en Sistemas,VIGENTE,2024-11-15 21:40:39.365605,38
MAT-00005253,1246228761,Institución Educativa José María Córdoba,Tecnología en Contabilidad y Finanzas,VIGENTE,2024-08-17 21:40:41.017752,23
MAT-00005254,1147266007,SENA Regional Bogotá,Tecnología en Sistemas,VIGENTE,2024-07-18 21:40:40.532741,23
MAT-00005255,1122405664,Institución Educativa José María Córdoba,Tecnología en Contabilidad y Finanzas,VIGENTE,2024-08-17 21:40:40.280640,39
MAT-00005256,1136826091,Instituto Digital Global,Tecnología en Sistemas,VIGENTE,2024-07-05 21:40:41.162474,32
MAT-00005257,1135563712,SENA Regional Antioquia,Tecnología en Sistemas,VIGENTE,2025-08-12 21:40:39.214458,36
MAT-00005258,1102574049,SENA Regional Bogotá,Tecnología en Sistemas,INACTIVA,2023-12-21 21:40:38.839425,0
MAT-00005259,1103044638,SENA Regional Atlántico,Ingeniería de Sistemas,VIGENTE,2024-04-19 21:40:39.602597,24
MAT-00005260,1118402852,SENA Regional Valle del Cauca,Arquitectura,VIGENTE,2024-10-16 21:40:40.164504,37
MAT-00005261,1141742410,Colegio Distrital San Francisco,Tecnología en Contabilidad y Finanzas,VIGENTE,2025-05-14 21:40:38.761315,25
MAT-00005262,1143310676,Colegio Distrital San Francisco,Ingeniería Civil,VIGENTE,2025-03-15 21:40:38.934215,30
MAT-00005263,1120880394,Institución Educativa José María Córdoba,Tecnología en Contabilidad y Finanzas,VIGENTE,2025-07-13 21:40:39.551212,30
MAT-00005264,1102012052,SENA Regional Valle del Cauca,Enfermería,VIGENTE,2024-06-18 21:40:39.972011,20
MAT-00005265,1137491558,SENA Regional Valle del Cauca,Tecnología en Electrónica,VIGENTE,2024-09-16 21:40:39.724641,20
MAT-00005266,1132241988,Colegio Departamental Simón Bolívar,Tecnología en Contabilidad y Finanzas,VIGENTE,2025-05-14 21:40:40.179870,24
MAT-00005267,1100801133,SENA Regional Antioquia,Derecho,VIGENTE,2024-05-19 21:40:39.922735,32
MAT-00005268,1142702271,Institución Educativa José María Córdoba,Tecnología en Contabilidad y Finanzas,VIGENTE,2025-07-13 21:40:39.919098,38
MAT-00005269,1142456740,Institución Educativa José María Córdoba,Tecnología en Electrónica,VIGENTE,2024-03-20 21:40:40.798036,40
MAT-00005270,1092578685,SENA Regional Antioquia,Economía,VIGENTE,2024-08-17 21:40:38.934987,37
MAT-00005271,1108985627,SENA Regional Atlántico,Ingeniería Civil,VIGENTE,2023-12-21 21:40:39.180850,22
MAT-00005272,1084605051,SENA Regional Atlántico,Ingeniería Civil,VIGENTE,2025-10-11 21:40:40.935553,39
MAT-00005273,1147259570,SENA Regional Bogotá,Tecnología en Contabilidad y Finanzas,VIGENTE,2025-08-12 21:40:40.543886,28
MAT-00005274,1083133481,SENA Regional Antioquia,Arquitectura,VIGENTE,2025-06-13 21:40:39.562373,25
MAT-00005275,1104267868,SENA Regional Valle del Cauca,Contaduría Pública,VIGENTE,2024-12-15 21:40:38.602317,36
MAT-00005276,1132007766,Colegio Departamental Simón Bolívar,Economía,VIGENTE,2024-12-15 21:40:40.970129,26
MAT-00005277,1103879243,SENA Regional Antioquia,Tecnología en Gestión Administrativa,VIGENTE,2024-04-19 21:40:40.924253,40
MAT-00005278,1131658192,SENA Regional Bogotá,Tecnología en Contabilidad y Finanzas,VIGENTE,2024-11-15 21:40:39.444397,28
MAT-00005279,1107821126,SENA Regional Atlántico,Tecnología en Contabilidad y Finanzas,VIGENTE,2025-05-14 21:40:40.126707,39
MAT-00005280,1137919977,Colegio Departamental Simón Bolívar,Tecnología en Gestión Administrativa,VIGENTE,2024-04-19 21:40:39.513499,22
MAT-00005281,1145771197,SENA Regional Valle del Cauca,Tecnología en Contabilidad y Finanzas,VIGENTE,2024-01-20 21:40:40.211931,24
MAT-00005282,1146922940,Colegio Departamental Simón Bolívar,Tecnología en Gestión Administrativa,VIGENTE,2025-02-13 21:40:40.026078,36
MAT-00005283,1139441113,Colegio Departamental Simón Bolívar,Tecnología en Contabilidad y Finanzas,VIGENTE,2025-05-14 21:40:39.151534,33
MAT-00005284,1135537396,SENA Regional Antioquia,Tecnología en Electrónica,VIGENTE,2025-09-11 21:40:39.176809,38
MAT-00005285,1144211523,Colegio Distrital San Francisco,Tecnología en Contabilidad y Finanzas,VIGENTE,2024-04-19 21:40:40.560031,36
MAT-00005286,1112357745,SENA Regional Bogotá,Tecnología en Contabilidad y Finanzas,VIGENTE,2025-07-13 21:40:40.631325,25
MAT-00005287,1135518086,SENA Regional Valle del Cauca,Tecnología en Gestión Administrativa,VIGENTE,2024-10-16 21:40:39.435143,27
MAT-00005288,1140537363,Universidad Virtual del Caribe Online,Tecnología en Sistemas,VIGENTE,2025-09-11 21:40:41.151037,32
MAT-00005289,1136198637,SENA Regional Antioquia,Tecnología en Sistemas,VIGENTE,2024-08-17 21:40:40.258250,38
MAT-00005290,1115732915,SENA Regional Valle del Cauca,Economía,VIGENTE,2024-11-15 21:40:38.826106,36
MAT-00005291,1138214527,SENA Regional Bogotá,Tecnología en Electrónica,VIGENTE,2024-04-19 21:40:40.077492,39
MAT-00005292,1092000694,Colegio Nacional Loperena,Administración de Empresas,VIGENTE,2024-03-20 21:40:38.956796,25
MAT-00005293,1100895975,SENA Regional Valle del Cauca,Administración de Empresas,INACTIVA,2024-07-18 21:40:40.447679,0
MAT-00005294,1121464636,Institución Educativa José María Córdoba,Tecnología en Gestión Administrativa,VIGENTE,2024-03-20 21:40:39.236597,26
MAT-00005295,1120438463,SENA Regional Antioquia,Derecho,VIGENTE,2024-10-16 21:40:40.096869,25
MAT-00005296,1124745857,Colegio Nacional Loperena,Tecnología en Electrónica,VIGENTE,2024-07-18 21:40:39.262368,24
MAT-00005297,1118541704,SENA Regional Valle del Cauca,Psicología,VIGENTE,2024-10-16 21:40:39.748569,38
MAT-00005298,1135005661,SENA Regional Antioquia,Tecnología en Gestión Administrativa,VIGENTE,2025-03-15 21:40:41.198271,40
MAT-00005299,1144595700,Colegio Departamental Simón Bolívar,Tecnología en Sistemas,VIGENTE,2024-11-15 21:40:40.317361,33
MAT-00005300,1142638620,Institución Educativa José María Córdoba,Tecnología en Contabilidad y Finanzas,VIGENTE,2024-08-17 21:40:40.851140,37
MAT-00005301,1139851684,Colegio Departamental Simón Bolívar,Tecnología en Gestión Administrativa,VIGENTE,2025-11-10 21:40:40.061178,34
MAT-00005302,1142023071,Institución Educativa José María Córdoba,Tecnología en Electrónica,VIGENTE,2025-09-11 21:40:41.279111,30
MAT-00005303,1026991473,Institución Educativa José María Córdoba,Tecnología en Sistemas,INACTIVA,2025-05-14 21:40:40.163621,0
MAT-00005304,1100735027,SENA Regional Valle del Cauca,Contaduría Pública,VIGENTE,2025-03-15 21:40:39.659716,37
MAT-00005305,1118054651,SENA Regional Bogotá,Medicina,VIGENTE,2025-06-13 21:40:38.881287,24
MAT-00005306,1107081737,SENA Regional Atlántico,Contaduría Pública,VIGENTE,2025-06-13 21:40:41.297737,34
MAT-00005307,1077158224,Centro Educativo Los Pinos,Tecnología en Gestión Administrativa,VIGENTE,2024-02-19 21:40:41.146734,40
MAT-00005308,1148561144,SENA Regional Antioquia,Tecnología en Contabilidad y Finanzas,VIGENTE,2024-03-20 21:40:38.949895,20
MAT-00005309,1148994905,Colegio Nacional Loperena,Tecnología en Electrónica,VIGENTE,2024-11-15 21:40:39.671584,24
MAT-00005310,1139505446,Colegio Nacional Loperena,Tecnología en Sistemas,VIGENTE,2025-05-14 21:40:38.829227,38
MAT-00005311,1129685709,SENA Regional Valle del Cauca,Tecnología en Sistemas,VIGENTE,2025-07-13 21:40:39.347988,21
MAT-00005312,689395,Colegio Departamental Simón Bolívar,Ingeniería Civil,INACTIVA,2025-08-12 21:40:41.094114,0
MAT-00005313,1109107557,SENA Regional Antioquia,Arquitectura,VIGENTE,2025-07-13 21:40:40.365586,34
MAT-00005314,1105063450,Centro Educativo Los Pinos,Tecnología en Sistemas,VIGENTE,2024-08-27 21:40:41.155237,25
MAT-00005315,1105397908,SENA Regional Atlántico,Tecnología en Electrónica,VIGENTE,2025-02-13 21:40:39.285285,23
MAT-00005316,1035551949,Institución Educativa José María Córdoba,Medicina,VIGENTE,2025-04-14 21:40:39.420121,27
MAT-00005317,1148660843,SENA Regional Atlántico,Psicología,VIGENTE,2024-03-20 21:40:39.625400,40
MAT-00005318,1088003005,SENA Regional Antioquia,Ingeniería Civil,VIGENTE,2025-10-11 21:40:40.537534,37
MAT-00005319,1120423804,SENA Regional Antioquia,Tecnología en Sistemas,VIGENTE,2025-09-11 21:40:38.687994,31
MAT-00005320,1128246275,SENA Regional Bogotá,Ingeniería de Sistemas,VIGENTE,2024-06-18 21:40:39.427804,22
MAT-00005321,1120894130,Colegio Departamental Simón Bolívar,Enfermería,VIGENTE,2024-07-18 21:40:38.552315,38
MAT-00005322,1117619518,SENA Regional Antioquia,Tecnología en Sistemas,VIGENTE,2024-04-19 21:40:38.991107,30
MAT-00005323,1123933506,Colegio Departamental Simón Bolívar,Tecnología en Contabilidad y Finanzas,VIGENTE,2024-11-15 21:40:38.891386,31
MAT-00005324,1145743336,SENA Regional Atlántico,Psicología,VIGENTE,2025-07-13 21:40:40.370699,20
MAT-00005325,1117457717,SENA Regional Valle del Cauca,Tecnología en Sistemas,VIGENTE,2024-01-20 21:40:39.175809,37
MAT-00005326,1124676125,SENA Regional Atlántico,Tecnología en Contabilidad y Finanzas,VIGENTE,2025-10-11 21:40:41.323680,32
MAT-00005327,1134524646,Institución Educativa José María Córdoba,Medicina,VIGENTE,2025-07-13 21:40:40.246044,30
MAT-00005328,1116915141,SENA Regional Antioquia,Economía,VIGENTE,2025-07-13 21:40:41.309740,39
MAT-00005329,1142579912,Institución Educativa José María Córdoba,Arquitectura,VIGENTE,2024-02-19 21:40:39.672899,33
MAT-00005330,1120266404,Colegio Departamental Simón Bolívar,Arquitectura,VIGENTE,2024-07-18 21:40:40.182295,29
